,Region,IndustrySector,Sex,Ethnicity,Race,VeteranStatus,SizeOfFirm,FACTORS_P,FACTORS_P_LABEL,NumberOfRespondents,FIRMPDEMP_PCT,FIRMPDEMP_PCT_F,TotalRevenueOfFirmsInCategory,RCPPDEMP_PCT,RCPPDEMP_PCT_F,NumberOfEmployeesInCategory,EMP_PCT,EMP_PCT_F,AnnualPayroll,PAYANN_PCT,PAYANN_PCT_F,FIRMPDEMP_PCT_S,FIRMPDEMP_PCT_S_F,RCPPDEMP_PCT_S,RCPPDEMP_PCT_S_F,EMP_PCT_S,EMP_PCT_S_F,PAYANN_PCT_S,PAYANN_PCT_S_F
3986,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T2E36R04,Cloud-Based: Required data not reliable,13982,0.3,,65553855,0.5,,228077,0.4,,10216823,0.4,,0.0,,0.6,,0.3,,0.3,
3987,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T2E36R05,Cloud-Based: Lacked access to required human capital and talent,33388,0.7,,139566706,1.1,,533936,0.9,,26050910,1.0,,0.0,,0.4,,0.2,,0.4,
3988,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T2E36R06,Cloud-Based: Laws and regulations,27613,0.6,,66212453,0.5,,362609,0.6,,18211559,0.7,,0.0,,0.1,,0.1,,0.2,
3989,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T2E36R07,Cloud-Based: Concerns regarding safety and security (physical security and/or cyber security),92619,2.0,,389865662,3.1,,1766618,3.1,,84389256,3.4,,0.0,,1.2,,1.0,,1.0,
3990,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T2E36R08,Cloud-Based: Lacked access to capital,43972,0.9,,97900580,0.8,,571238,1.0,,24276482,1.0,,0.0,,0.2,,0.1,,0.2,
3991,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T2E36R09,Cloud-Based: Technology not applicable to this business,1814705,38.6,,3801220433,30.0,,17728992,31.3,,715077340,28.8,,0.2,,7.7,,6.3,,6.0,
3992,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T2E36R02,Cloud-Based: Technology was not mature,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
3993,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T2E36R03,Cloud-Based: Lacked access to required data,1398,0.4,,639163,0.5,,0,0.0,,78050,0.4,,0.1,,0.1,,0.0,,0.1,
3994,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T2E36R04,Cloud-Based: Required data not reliable,656,0.2,,74775,0.1,,0,0.0,,12462,0.1,,0.0,,0.0,,0.0,,0.0,
3995,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T2E36R05,Cloud-Based: Lacked access to required human capital and talent,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
3996,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T2E36R06,Cloud-Based: Laws and regulations,1542,0.5,,306127,0.2,,0,0.0,,47142,0.3,,0.1,,0.1,,0.0,,0.0,
3997,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T2E36R07,Cloud-Based: Concerns regarding safety and security (physical security and/or cyber security),4740,1.5,,1794214,1.4,,0,0.0,,311019,1.7,,0.1,,0.7,,0.0,,1.0,
3998,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T2E36R08,Cloud-Based: Lacked access to capital,2977,0.9,,1487446,1.2,,0,0.0,,136685,0.7,,0.1,,0.5,,0.0,,0.3,
3999,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T2E36R09,Cloud-Based: Technology not applicable to this business,126884,40.0,,45679102,36.4,,0,0.0,,7096944,38.4,,0.5,,3.1,,0.0,,3.6,
4000,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T2E36R10,Cloud-Based: No factors adversely affected the adoption of this technology,164758,51.9,,68888324,54.9,,0,0.0,,10205401,55.2,,0.5,,2.8,,0.0,,3.5,
4001,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T2E36R99,Cloud-Based: Total Reporting,317366,100.0,,125390962,100.0,,0,0.0,,18497985,100.0,,0.0,,0.0,,0.0,,0.0,
4002,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T3E36R01,Specialized Software: Technology was too expensive,17294,5.5,,5701622,4.5,,0,0.0,,612751,3.3,,0.3,,0.8,,0.0,,0.4,
4003,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T3E36R02,Specialized Software: Technology was not mature,1668,0.5,,402993,0.3,,0,0.0,,68905,0.4,,0.1,,0.1,,0.0,,0.1,
4004,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T3E36R03,Specialized Software: Lacked access to required data,1211,0.4,,356005,0.3,,0,0.0,,44732,0.2,,0.0,,0.1,,0.0,,0.1,
4005,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T3E36R04,Specialized Software: Required data not reliable,933,0.3,,251055,0.2,,0,0.0,,40266,0.2,,0.0,,0.1,,0.0,,0.1,
4006,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T3E36R05,Specialized Software: Lacked access to required human capital and talent,1898,0.6,,335164,0.3,,0,0.0,,59790,0.3,,0.1,,0.1,,0.0,,0.1,
4007,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T3E36R06,Specialized Software: Laws and regulations,1342,0.4,,305344,0.2,,0,0.0,,48542,0.3,,0.1,,0.1,,0.0,,0.1,
4008,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T3E36R07,Specialized Software: Concerns regarding safety and security (physical security and/or cyber security),0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
4009,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T2E36R10,Cloud-Based: No factors adversely affected the adoption of this technology,2459384,52.4,,7727816427,61.0,,33507508,59.1,,1530248296,61.6,,0.2,,7.6,,6.1,,5.5,
4010,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T2E36R99,Cloud-Based: Total Reporting,4696934,100.0,,12674097095,100.0,,56674523,100.0,,2483831886,100.0,,0.0,,0.0,,0.0,,0.0,
4011,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T3E36R01,Specialized Software: Technology was too expensive,280281,6.0,,616890859,4.9,,3099429,5.5,,118635677,4.8,,0.1,,0.9,,1.1,,0.9,
4012,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T3E36R02,Specialized Software: Technology was not mature,25047,0.5,,127153501,1.0,,554350,1.0,,22751802,0.9,,0.0,,0.8,,0.3,,0.3,
4013,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T3E36R03,Specialized Software: Lacked access to required data,19713,0.4,,62315366,0.5,,376837,0.7,,12427070,0.5,,0.0,,0.2,,0.2,,0.2,
4014,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T3E36R04,Specialized Software: Required data not reliable,11541,0.2,,62384219,0.5,,211950,0.4,,9448653,0.4,,0.0,,0.7,,0.3,,0.4,
4015,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T3E36R05,Specialized Software: Lacked access to required human capital and talent,34983,0.7,,141138882,1.1,,562224,1.0,,27727309,1.1,,0.0,,0.4,,0.3,,0.4,
4016,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T3E36R06,Specialized Software: Laws and regulations,26655,0.6,,58947407,0.5,,339893,0.6,,16086447,0.6,,0.0,,0.1,,0.1,,0.1,
4017,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T3E36R07,Specialized Software: Concerns regarding safety and security (physical security and/or cyber security),36005,0.8,,127397284,1.0,,686234,1.2,,29661380,1.2,,0.0,,0.3,,0.6,,0.2,
4018,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T3E36R08,Specialized Software: Lacked access to capital,52000,1.1,,119657822,0.9,,657827,1.2,,27676948,1.1,,0.0,,0.3,,0.3,,0.4,
4019,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T3E36R09,Specialized Software: Technology not applicable to this business,1784391,38.0,,3856270259,30.4,,17804912,31.4,,728477718,29.3,,0.3,,7.8,,5.8,,5.4,
4020,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T3E36R10,Specialized Software: No factors adversely affected the adoption of this technology,2510792,53.5,,7852102706,62.0,,34215055,60.4,,1560549201,62.9,,0.2,,8.1,,6.0,,5.7,
4021,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T3E36R99,Specialized Software: Total Reporting,4693870,100.0,,12667415663,100.0,,56638741,100.0,,2482213909,100.0,,0.0,,0.0,,0.0,,0.0,
4022,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T4E36R01,Robotics: Technology was too expensive,252477,5.4,,659082232,5.2,,3134974,5.5,,118370090,4.8,,0.0,,0.6,,0.9,,0.4,
4023,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T4E36R02,Robotics: Technology was not mature,27161,0.6,,147686121,1.2,,754325,1.3,,27039554,1.1,,0.0,,1.0,,0.6,,0.7,
4024,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T4E36R03,Robotics: Lacked access to required data,14540,0.3,,53178796,0.4,,333907,0.6,,11038934,0.4,,0.0,,0.2,,0.2,,0.2,
4025,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T4E36R04,Robotics: Required data not reliable,8961,0.2,,36854724,0.3,,278260,0.5,,8066892,0.3,,0.0,,0.3,,0.3,,0.4,
4026,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T3E36R08,Specialized Software: Lacked access to capital,3711,1.2,,1562428,1.2,,0,0.0,,172431,0.9,,0.1,,0.5,,0.0,,0.3,
4027,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T3E36R09,Specialized Software: Technology not applicable to this business,126347,39.8,,47012924,37.5,,0,0.0,,7311337,39.5,,0.5,,2.9,,0.0,,3.6,
4028,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T3E36R10,Specialized Software: No factors adversely affected the adoption of this technology,166755,52.6,,70384154,56.2,,0,0.0,,10244521,55.4,,0.4,,3.3,,0.0,,3.4,
4029,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T3E36R99,Specialized Software: Total Reporting,317222,100.0,,125332461,100.0,,0,0.0,,18495911,100.0,,0.0,,0.0,,0.0,,0.0,
4030,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T4E36R01,Robotics: Technology was too expensive,15462,4.9,,5154178,4.1,,0,0.0,,613254,3.3,,0.2,,0.8,,0.0,,0.4,
4031,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T4E36R02,Robotics: Technology was not mature,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
4032,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T4E36R03,Robotics: Lacked access to required data,937,0.3,,460762,0.4,,0,0.0,,53343,0.3,,0.0,,0.1,,0.0,,0.1,
4033,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T4E36R04,Robotics: Required data not reliable,660,0.2,,154399,0.1,,0,0.0,,19872,0.1,,0.1,,0.1,,0.0,,0.0,
4034,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T4E36R05,Robotics: Lacked access to required human capital and talent,1396,0.4,,256196,0.2,,0,0.0,,37874,0.2,,0.1,,0.1,,0.0,,0.1,
4035,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T4E36R06,Robotics: Laws and regulations,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
4036,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T4E36R07,Robotics: Concerns regarding safety and security (physical security and/or cyber security),888,0.3,,227143,0.2,,0,0.0,,27214,0.1,,0.1,,0.1,,0.0,,0.1,
4037,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T4E36R08,Robotics: Lacked access to capital,2527,0.8,,1208465,1.0,,0,0.0,,122609,0.7,,0.1,,0.5,,0.0,,0.2,
4038,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T4E36R09,Robotics: Technology not applicable to this business,158306,49.9,,61433980,49.0,,0,0.0,,8987085,48.6,,0.5,,1.8,,0.0,,3.6,
4039,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T4E36R10,Robotics: No factors adversely affected the adoption of this technology,139051,43.8,,56233147,44.9,,0,0.0,,8629965,46.7,,0.5,,1.9,,0.0,,3.5,
4040,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T4E36R99,Robotics: Total Reporting,317128,100.0,,125249293,100.0,,0,0.0,,18481831,100.0,,0.0,,0.0,,0.0,,0.0,
4041,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T5E36R01,Specialized Equipment: Technology was too expensive,16642,5.2,,5363772,4.3,,0,0.0,,646253,3.5,,0.2,,0.8,,0.0,,0.4,
4042,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T5E36R02,Specialized Equipment: Technology was not mature,0,0.0,S,0,0.0,S,0,0.0,S,0,0.0,S,0.0,S,0.0,S,0.0,S,0.0,S
4043,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T4E36R05,Robotics: Lacked access to required human capital and talent,23749,0.5,,145221748,1.1,,576508,1.0,,24107200,1.0,,0.0,,0.8,,0.3,,0.5,
4044,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T4E36R06,Robotics: Laws and regulations,13350,0.3,,36206690,0.3,,279237,0.5,,8812914,0.4,,0.0,,0.1,,0.3,,0.1,
4045,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T4E36R07,Robotics: Concerns regarding safety and security (physical security and/or cyber security),17192,0.4,,62633015,0.5,,376255,0.7,,12868867,0.5,,0.0,,0.1,,0.2,,0.1,
4046,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T4E36R08,Robotics: Lacked access to capital,34499,0.7,,86132854,0.7,,513349,0.9,,16770469,0.7,,0.0,,0.1,,0.4,,0.2,
4047,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T4E36R09,Robotics: Technology not applicable to this business,2351704,50.1,,5627831174,44.4,,26347689,46.5,,1135491583,45.8,,0.2,,7.8,,3.8,,4.9,
4048,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T4E36R10,Robotics: No factors adversely affected the adoption of this technology,2026552,43.2,,6203521497,49.0,,26488674,46.8,,1192438775,48.1,,0.1,,8.1,,4.4,,5.1,
4049,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T4E36R99,Robotics: Total Reporting,4691839,100.0,,12662612999,100.0,,56619055,100.0,,2480882073,100.0,,0.0,,0.0,,0.0,,0.0,
4050,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T5E36R01,Specialized Equipment: Technology was too expensive,273088,5.8,,606553249,4.8,,3017779,5.3,,112617441,4.5,,0.1,,1.2,,1.6,,1.2,
4051,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T5E36R02,Specialized Equipment: Technology was not mature,19976,0.4,,91916729,0.7,,370402,0.7,,16550187,0.7,,0.0,,0.5,,0.4,,0.4,
4052,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T5E36R03,Specialized Equipment: Lacked access to required data,15703,0.3,,43937914,0.3,,197934,0.3,,8346928,0.3,,0.0,,0.2,,0.1,,0.1,
4053,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T5E36R04,Specialized Equipment: Required data not reliable,9016,0.2,,30174352,0.2,,115750,0.2,,5140037,0.2,,0.0,,0.2,,0.1,,0.2,
4054,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T5E36R05,Specialized Equipment: Lacked access to required human capital and talent,26940,0.6,,130134429,1.0,,446356,0.8,,20748933,0.8,,0.0,,0.6,,0.2,,0.2,
4055,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T5E36R06,Specialized Equipment: Laws and regulations,18934,0.4,,40913294,0.3,,221874,0.4,,10237569,0.4,,0.0,,0.1,,0.2,,0.2,
4056,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T5E36R07,Specialized Equipment: Concerns regarding safety and security (physical security and/or cyber security),21401,0.5,,72727218,0.6,,425211,0.7,,16207372,0.7,,0.0,,0.1,,0.5,,0.2,
4057,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T5E36R08,Specialized Equipment: Lacked access to capital,56569,1.2,,115263362,0.9,,606221,1.1,,24468054,1.0,,0.0,,0.3,,0.3,,0.3,
4058,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T5E36R09,Specialized Equipment: Technology not applicable to this business,2047162,43.5,,4548213835,35.8,,21593014,38.1,,918685412,36.9,,0.2,,6.7,,3.9,,4.2,
4059,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T5E36R10,Specialized Equipment: No factors adversely affected the adoption of this technology,2292277,48.7,,7307251590,57.6,,30959513,54.6,,1405323599,56.5,,0.2,,7.9,,5.2,,5.2,
4060,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T5E36R03,Specialized Equipment: Lacked access to required data,810,0.3,,402675,0.3,,0,0.0,,45245,0.2,,0.0,,0.3,,0.0,,0.1,
4061,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T5E36R04,Specialized Equipment: Required data not reliable,749,0.2,,271347,0.2,,0,0.0,,51571,0.3,,0.1,,0.1,,0.0,,0.1,
4062,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T5E36R05,Specialized Equipment: Lacked access to required human capital and talent,1422,0.4,,208055,0.2,,0,0.0,,39455,0.2,,0.1,,0.0,,0.0,,0.0,
4063,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T5E36R06,Specialized Equipment: Laws and regulations,1142,0.4,,228113,0.2,,0,0.0,,38840,0.2,,0.1,,0.1,,0.0,,0.1,
4064,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T5E36R07,Specialized Equipment: Concerns regarding safety and security (physical security and/or cyber security),959,0.3,,149284,0.1,,0,0.0,,24879,0.1,,0.1,,0.0,,0.0,,0.1,
4065,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T5E36R08,Specialized Equipment: Lacked access to capital,3841,1.2,,1659529,1.3,,0,0.0,,150085,0.8,,0.1,,0.5,,0.0,,0.3,
4066,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T5E36R09,Specialized Equipment: Technology not applicable to this business,143606,45.2,,54868730,43.7,,0,0.0,,8295525,44.8,,0.4,,2.5,,0.0,,3.6,
4067,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T5E36R10,Specialized Equipment: No factors adversely affected the adoption of this technology,151839,47.8,,62277536,49.6,,0,0.0,,9279355,50.2,,0.5,,2.4,,0.0,,3.5,
4068,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with no employees,T5E36R99,Specialized Equipment: Total Reporting,317648,100.0,,125460579,100.0,,0,0.0,,18501926,100.0,,0.0,,0.0,,0.0,,0.0,
4069,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,All firms,T5E36R99,Specialized Equipment: Total Reporting,4706120,100.0,,12690197918,100.0,,56749091,100.0,,2486911834,100.0,,0.0,,0.0,,0.0,,0.0,
4070,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T1E36R01,Artificial Intelligence: Technology was too expensive,183462,5.5,,111993300,5.4,,614213,5.8,,21293541,4.8,,0.1,,0.1,,0.1,,0.1,
4071,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T1E36R02,Artificial Intelligence: Technology was not mature,32458,1.0,,22583410,1.1,,109673,1.0,,5743073,1.3,,0.0,,0.1,,0.0,,0.1,
4072,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T1E36R03,Artificial Intelligence: Lacked access to required data,16706,0.5,,11521285,0.6,,54773,0.5,,2502144,0.6,,0.0,,0.0,,0.0,,0.0,
4073,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T1E36R04,Artificial Intelligence: Required data not reliable,8922,0.3,,6721516,0.3,,28779,0.3,,1333404,0.3,,0.0,,0.0,,0.0,,0.0,
4074,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T1E36R05,Artificial Intelligence: Lacked access to required human capital and talent,22656,0.7,,14056694,0.7,,71450,0.7,,3102728,0.7,,0.0,,0.1,,0.0,,0.0,
4075,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T1E36R06,Artificial Intelligence: Laws and regulations,13325,0.4,,8933363,0.4,,43739,0.4,,1987098,0.5,,0.0,,0.1,,0.0,,0.0,
4076,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T1E36R07,Artificial Intelligence: Concerns regarding safety and security (physical security and/or cyber security),19189,0.6,,12580612,0.6,,62529,0.6,,2593777,0.6,,0.0,,0.1,,0.0,,0.1,
4077,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T1E36R08,Artificial Intelligence: Lacked access to capital,27855,0.8,,15510524,0.7,,88326,0.8,,3351672,0.8,,0.0,,0.0,,0.0,,0.0,
4078,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T1E36R09,Artificial Intelligence: Technology not applicable to this business,1649998,49.4,,1004234555,48.1,,5226549,49.0,,212655477,48.3,,0.2,,0.4,,0.2,,0.3,
4079,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T1E36R10,Artificial Intelligence: No factors adversely affected the adoption of this technology,1443383,43.2,,934831478,44.8,,4623479,43.4,,197019997,44.8,,0.2,,0.3,,0.2,,0.3,
4080,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T1E36R99,Artificial Intelligence: Total Reporting,3339921,100.0,,2087917286,100.0,,10658981,100.0,,439854820,100.0,,0.0,,0.0,,0.0,,0.0,
4081,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T2E36R01,Cloud-Based: Technology was too expensive,182596,5.5,,108789910,5.2,,607820,5.7,,20996776,4.8,,0.1,,0.1,,0.1,,0.1,
4082,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T2E36R02,Cloud-Based: Technology was not mature,20456,0.6,,13777427,0.7,,72227,0.7,,3236806,0.7,,0.0,,0.0,,0.0,,0.1,
4083,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T2E36R03,Cloud-Based: Lacked access to required data,15975,0.5,,10247025,0.5,,53603,0.5,,2103056,0.5,,0.0,,0.1,,0.0,,0.0,
4084,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T2E36R04,Cloud-Based: Required data not reliable,9775,0.3,,7696504,0.4,,34580,0.3,,1397520,0.3,,0.0,,0.1,,0.0,,0.0,
4085,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T2E36R05,Cloud-Based: Lacked access to required human capital and talent,22913,0.7,,15631127,0.8,,77214,0.7,,3260002,0.7,,0.0,,0.0,,0.0,,0.0,
4086,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T2E36R06,Cloud-Based: Laws and regulations,20318,0.6,,13711332,0.7,,70904,0.7,,3285544,0.7,,0.0,,0.1,,0.0,,0.1,
4087,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T2E36R07,Cloud-Based: Concerns regarding safety and security (physical security and/or cyber security),63249,1.9,,40959011,2.0,,214499,2.0,,9803198,2.2,,0.0,,0.1,,0.1,,0.1,
4088,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T2E36R08,Cloud-Based: Lacked access to capital,30560,0.9,,16827232,0.8,,101257,1.0,,3574963,0.8,,0.0,,0.0,,0.0,,0.0,
4089,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T2E36R09,Cloud-Based: Technology not applicable to this business,1331170,39.9,,784528854,37.6,,4140323,38.9,,158256982,36.0,,0.2,,0.5,,0.2,,0.2,
4090,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T2E36R10,Cloud-Based: No factors adversely affected the adoption of this technology,1701791,51.1,,1117740569,53.6,,5499742,51.7,,242952991,55.3,,0.2,,0.4,,0.2,,0.3,
4091,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T2E36R99,Cloud-Based: Total Reporting,3333370,100.0,,2084281815,100.0,,10639639,100.0,,439087752,100.0,,0.0,,0.0,,0.0,,0.0,
4092,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T3E36R01,Specialized Software: Technology was too expensive,202619,6.1,,120442530,5.8,,674929,6.3,,23585391,5.4,,0.1,,0.1,,0.1,,0.1,
4093,United States,Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,Firms with 1 to 9 employees,T3E36R02,Specialized Software: Technology was not mature,16749,0.5,,12172165,0.6,,60307,0.6,,2645536,0.6,,0.0,,0.0,,0.0,,0.0,
