,Region,IndustrySector,Sex,Ethnicity,Race,VeteranStatus,SizeOfFirm,NumberOfRespondents,TotalRevenueOfFirmsInCategory,NumberOfEmployeesInCategory,AnnualPayroll
15201,United States,Health care and social assistance,Female,Total,Asian,Nonveteran,All firms,27277,0,226933,8021435
15202,United States,Health care and social assistance,Male,Total,Asian,Nonveteran,All firms,42661,0,354472,17260774
15203,United States,Health care and social assistance,Equally male/female,Total,Asian,Nonveteran,All firms,6392,0,80171,2810802
15204,United States,Health care and social assistance,Total,Hispanic,Asian,Nonveteran,All firms,795,0,11426,257726
15205,United States,Health care and social assistance,Total,Equally Hispanic/non-Hispanic,Asian,Nonveteran,All firms,0,0,0,0
15206,United States,Health care and social assistance,Total,Non-Hispanic,Asian,Nonveteran,All firms,75501,0,649846,27809107
15207,United States,Health care and social assistance,Total,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,All firms,0,0,0,0
15208,United States,Health care and social assistance,Total,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,Firms with no employees,37,0,0,3996
15209,United States,Health care and social assistance,Total,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,Firms with 1 to 4 employees,387,0,706,29443
15210,United States,Health care and social assistance,Total,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,Firms with 5 to 9 employees,0,0,0,0
15211,United States,Health care and social assistance,Female,Non-Hispanic,Total,Veteran,All firms,2329,0,14443,475424
15212,United States,Health care and social assistance,Male,Non-Hispanic,Total,Veteran,All firms,32508,0,362584,14262706
15213,United States,Health care and social assistance,Equally male/female,Non-Hispanic,Total,Veteran,All firms,0,0,0,0
15214,United States,Health care and social assistance,Total,Total,White,Veteran,All firms,32168,0,350352,13915650
15215,United States,Health care and social assistance,Total,Total,White,Veteran,Firms with no employees,2841,0,0,240558
15216,United States,Health care and social assistance,Total,Total,White,Veteran,Firms with 1 to 4 employees,14897,0,31119,1476019
15217,United States,Health care and social assistance,Total,Total,White,Veteran,Firms with 5 to 9 employees,7733,0,49630,2209743
15218,United States,Health care and social assistance,Total,Total,White,Veteran,Firms with 10 to 19 employees,4070,0,51415,2228380
15219,United States,Health care and social assistance,Total,Total,White,Veteran,Firms with 20 to 49 employees,1594,0,43903,2088034
15220,United States,Health care and social assistance,Total,Total,White,Veteran,Firms with 50 to 99 employees,633,0,43092,1776100
15221,United States,Health care and social assistance,Total,Total,White,Veteran,Firms with 100 to 249 employees,0,0,0,0
15222,United States,Health care and social assistance,Total,Total,White,Veteran,Firms with 250 to 499 employees,0,0,0,0
15223,United States,Health care and social assistance,Total,Total,White,Veteran,Firms with 500 employees or more,40,0,73034,2253990
15226,United States,Health care and social assistance,Total,Hispanic,Native Hawaiian and Other Pacific Islander,Total,All firms,0,0,0,0
15227,United States,Health care and social assistance,Total,Hispanic,Native Hawaiian and Other Pacific Islander,Total,Firms with no employees,3,0,0,259
15228,United States,Health care and social assistance,Total,Hispanic,Native Hawaiian and Other Pacific Islander,Total,Firms with 5 to 9 employees,0,0,0,0
15229,United States,Health care and social assistance,Female,Hispanic,Native Hawaiian and Other Pacific Islander,Total,All firms,0,0,0,0
15230,United States,Health care and social assistance,Female,Total,White,Equally veteran/nonveteran,All firms,0,0,0,0
15231,United States,Health care and social assistance,Male,Total,White,Equally veteran/nonveteran,All firms,2573,0,42659,2031508
15232,United States,Health care and social assistance,Equally male/female,Total,White,Equally veteran/nonveteran,All firms,4920,0,63855,1887016
15233,United States,Health care and social assistance,Total,Hispanic,White,Equally veteran/nonveteran,All firms,0,0,0,0
15234,United States,Health care and social assistance,Total,Equally Hispanic/non-Hispanic,White,Equally veteran/nonveteran,All firms,518,0,8532,186308
15235,United States,Health care and social assistance,Total,Non-Hispanic,White,Equally veteran/nonveteran,All firms,6983,0,99717,3736236
15236,United States,Health care and social assistance,Total,Total,Black or African American,Equally veteran/nonveteran,All firms,0,0,0,0
15237,United States,Health care and social assistance,Total,Total,Black or African American,Equally veteran/nonveteran,Firms with no employees,0,0,0,0
15238,United States,Health care and social assistance,Total,Total,Black or African American,Equally veteran/nonveteran,Firms with 1 to 4 employees,0,0,0,0
15239,United States,Health care and social assistance,Total,Total,Black or African American,Equally veteran/nonveteran,Firms with 5 to 9 employees,0,0,0,0
15240,United States,Health care and social assistance,Total,Total,Black or African American,Equally veteran/nonveteran,Firms with 10 to 19 employees,0,0,0,0
15243,United States,"Arts, entertainment, and recreation",Male,Hispanic,Total,Total,All firms,2881,0,17470,470332
15244,United States,"Arts, entertainment, and recreation",Male,Hispanic,Total,Total,Firms with no employees,741,0,0,89486
15245,United States,"Arts, entertainment, and recreation",Male,Hispanic,Total,Total,Firms with 1 to 4 employees,1515,0,2817,93538
15246,United States,"Arts, entertainment, and recreation",Male,Hispanic,Total,Total,Firms with 5 to 9 employees,0,0,0,0
15247,United States,"Arts, entertainment, and recreation",Male,Hispanic,Total,Total,Firms with 10 to 19 employees,0,0,0,0
15248,United States,"Arts, entertainment, and recreation",Male,Hispanic,Total,Total,Firms with 20 to 49 employees,0,0,0,0
15251,United States,"Arts, entertainment, and recreation",Male,Hispanic,Total,Total,Firms with 500 employees or more,4,0,2208,45280
15252,United States,Health care and social assistance,Female,Total,White,Veteran,All firms,1772,0,10311,384975
15253,United States,Health care and social assistance,Male,Total,White,Veteran,All firms,29938,0,337659,13427429
15254,United States,Health care and social assistance,Equally male/female,Total,White,Veteran,All firms,0,0,0,0
15255,United States,Health care and social assistance,Total,Hispanic,White,Veteran,All firms,1644,0,10141,451863
15257,United States,Health care and social assistance,Total,Non-Hispanic,White,Veteran,All firms,30493,0,339911,13450468
15258,United States,Health care and social assistance,Total,Total,Black or African American,Veteran,All firms,3259,0,41920,1105705
15259,United States,Health care and social assistance,Total,Total,Black or African American,Veteran,Firms with no employees,347,0,0,28058
15260,United States,Health care and social assistance,Total,Total,Black or African American,Veteran,Firms with 1 to 4 employees,1599,0,3559,136847
15261,United States,Health care and social assistance,Total,Total,Black or African American,Veteran,Firms with 5 to 9 employees,0,0,0,0
15262,United States,Health care and social assistance,Total,Total,Black or African American,Veteran,Firms with 10 to 19 employees,367,0,5030,175963
15263,United States,Health care and social assistance,Total,Total,Black or African American,Veteran,Firms with 20 to 49 employees,0,0,0,0
15264,United States,Health care and social assistance,Total,Total,Black or African American,Veteran,Firms with 50 to 99 employees,0,0,0,0
15265,United States,Health care and social assistance,Total,Total,Black or African American,Veteran,Firms with 100 to 249 employees,0,0,0,0
15269,United States,Health care and social assistance,Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Total,All firms,0,0,0,0
15270,United States,Health care and social assistance,Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Total,Firms with no employees,0,0,0,0
15271,United States,Health care and social assistance,Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Total,Firms with 1 to 4 employees,390,0,709,29683
15272,United States,Health care and social assistance,Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Total,Firms with 5 to 9 employees,0,0,0,0
15274,United States,Health care and social assistance,Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Total,Firms with 20 to 49 employees,0,0,0,0
15275,United States,Health care and social assistance,Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Total,Firms with 50 to 99 employees,3,0,292,6863
15277,United States,Health care and social assistance,Female,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Total,All firms,202,0,786,26203
15278,United States,Health care and social assistance,Male,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Total,All firms,0,0,0,0
15280,United States,Health care and social assistance,Female,Total,Black or African American,Equally veteran/nonveteran,All firms,4,0,2,58
15282,United States,Health care and social assistance,Equally male/female,Total,Black or African American,Equally veteran/nonveteran,All firms,0,0,0,0
15283,United States,Health care and social assistance,Total,Non-Hispanic,Black or African American,Equally veteran/nonveteran,All firms,0,0,0,0
15284,United States,Health care and social assistance,Total,Total,American Indian and Alaska Native,Equally veteran/nonveteran,All firms,0,0,0,0
15285,United States,Health care and social assistance,Total,Total,American Indian and Alaska Native,Equally veteran/nonveteran,Firms with no employees,7,0,0,142
15286,United States,Health care and social assistance,Total,Total,American Indian and Alaska Native,Equally veteran/nonveteran,Firms with 1 to 4 employees,0,0,0,0
15287,United States,Health care and social assistance,Equally male/female,Total,American Indian and Alaska Native,Equally veteran/nonveteran,All firms,0,0,0,0
15288,United States,Health care and social assistance,Total,Non-Hispanic,American Indian and Alaska Native,Equally veteran/nonveteran,All firms,0,0,0,0
15289,United States,Health care and social assistance,Total,Total,Asian,Equally veteran/nonveteran,All firms,436,0,3672,136859
15290,United States,Health care and social assistance,Total,Total,Asian,Equally veteran/nonveteran,Firms with no employees,0,0,0,0
15291,United States,"Arts, entertainment, and recreation",Equally male/female,Hispanic,Total,Total,All firms,0,0,0,0
15292,United States,"Arts, entertainment, and recreation",Equally male/female,Hispanic,Total,Total,Firms with no employees,0,0,0,0
15293,United States,"Arts, entertainment, and recreation",Equally male/female,Hispanic,Total,Total,Firms with 1 to 4 employees,0,0,0,0
15294,United States,"Arts, entertainment, and recreation",Equally male/female,Hispanic,Total,Total,Firms with 5 to 9 employees,0,0,0,0
15298,United States,"Arts, entertainment, and recreation",Total,Equally Hispanic/non-Hispanic,Total,Total,All firms,0,0,0,0
15299,United States,"Arts, entertainment, and recreation",Total,Equally Hispanic/non-Hispanic,Total,Total,Firms with no employees,171,0,0,7670
15300,United States,"Arts, entertainment, and recreation",Total,Equally Hispanic/non-Hispanic,Total,Total,Firms with 1 to 4 employees,0,0,0,0
15301,United States,"Arts, entertainment, and recreation",Total,Equally Hispanic/non-Hispanic,Total,Total,Firms with 5 to 9 employees,0,0,0,0
15302,United States,"Arts, entertainment, and recreation",Total,Equally Hispanic/non-Hispanic,Total,Total,Firms with 10 to 19 employees,0,0,0,0
15303,United States,"Arts, entertainment, and recreation",Total,Equally Hispanic/non-Hispanic,Total,Total,Firms with 20 to 49 employees,0,0,0,0
15304,United States,Health care and social assistance,Female,Total,Black or African American,Veteran,All firms,595,0,4912,93941
15305,United States,Health care and social assistance,Male,Total,Black or African American,Veteran,All firms,2443,0,24471,815800
15306,United States,Health care and social assistance,Equally male/female,Total,Black or African American,Veteran,All firms,0,0,0,0
15307,United States,Health care and social assistance,Total,Hispanic,Black or African American,Veteran,All firms,0,0,0,0
15308,United States,Health care and social assistance,Total,Non-Hispanic,Black or African American,Veteran,All firms,3074,0,41452,1080652
15309,United States,Health care and social assistance,Total,Total,American Indian and Alaska Native,Veteran,All firms,0,0,0,0
15310,United States,Health care and social assistance,Total,Total,American Indian and Alaska Native,Veteran,Firms with no employees,18,0,0,1479
15311,United States,Health care and social assistance,Total,Total,American Indian and Alaska Native,Veteran,Firms with 1 to 4 employees,0,0,0,0
15313,United States,Health care and social assistance,Total,Total,American Indian and Alaska Native,Veteran,Firms with 10 to 19 employees,0,0,0,0
15315,United States,Health care and social assistance,Total,Total,Minority,Total,All firms,146986,0,1425964,50518272
15316,United States,Health care and social assistance,Total,Total,Minority,Total,Firms with no employees,13147,0,0,1091744
15317,United States,Health care and social assistance,Total,Total,Minority,Total,Firms with 1 to 4 employees,69259,0,145600,7293624
15318,United States,Health care and social assistance,Total,Total,Minority,Total,Firms with 5 to 9 employees,33475,0,219024,8981264
15319,United States,Health care and social assistance,Total,Total,Minority,Total,Firms with 10 to 19 employees,18656,0,249026,9479698
15320,United States,Health care and social assistance,Total,Total,Minority,Total,Firms with 20 to 49 employees,8561,0,257322,9565048
15321,United States,Health care and social assistance,Total,Total,Minority,Total,Firms with 50 to 99 employees,2495,0,172954,5233566
15322,United States,Health care and social assistance,Total,Total,Minority,Total,Firms with 100 to 249 employees,1074,0,159450,4070277
15323,United States,Health care and social assistance,Total,Total,Minority,Total,Firms with 250 to 499 employees,0,0,0,0
15324,United States,Health care and social assistance,Total,Total,Minority,Total,Firms with 500 employees or more,131,0,149801,3276171
15325,United States,Health care and social assistance,Female,Total,Minority,Total,All firms,59741,0,564985,16578281
15326,United States,Health care and social assistance,Female,Total,Minority,Total,Firms with no employees,5446,0,0,478999
15327,United States,Health care and social assistance,Female,Total,Minority,Total,Firms with 1 to 4 employees,29371,0,59620,2259663
15328,United States,Health care and social assistance,Female,Total,Minority,Total,Firms with 5 to 9 employees,12316,0,81569,2944079
15329,United States,Health care and social assistance,Female,Total,Minority,Total,Firms with 10 to 19 employees,7455,0,100261,3071316
15330,United States,Health care and social assistance,Total,Total,Asian,Equally veteran/nonveteran,Firms with 1 to 4 employees,0,0,0,0
15331,United States,Health care and social assistance,Total,Total,Asian,Equally veteran/nonveteran,Firms with 5 to 9 employees,0,0,0,0
15333,United States,Health care and social assistance,Total,Total,Asian,Equally veteran/nonveteran,Firms with 20 to 49 employees,0,0,0,0
15335,United States,Health care and social assistance,Equally male/female,Total,Asian,Equally veteran/nonveteran,All firms,376,0,3462,125970
15336,United States,Health care and social assistance,Total,Non-Hispanic,Asian,Equally veteran/nonveteran,All firms,436,0,3672,136859
15337,United States,Health care and social assistance,Total,Total,Minority,Equally veteran/nonveteran,All firms,1353,0,11317,397109
15338,United States,Health care and social assistance,Total,Total,Minority,Equally veteran/nonveteran,Firms with no employees,0,0,0,0
15339,United States,Health care and social assistance,Total,Total,Minority,Equally veteran/nonveteran,Firms with 1 to 4 employees,0,0,0,0
15340,United States,Health care and social assistance,Total,Total,Minority,Equally veteran/nonveteran,Firms with 5 to 9 employees,0,0,0,0
15341,United States,Health care and social assistance,Total,Total,Minority,Equally veteran/nonveteran,Firms with 10 to 19 employees,0,0,0,0
15342,United States,Health care and social assistance,Total,Total,Minority,Equally veteran/nonveteran,Firms with 20 to 49 employees,0,0,0,0
15346,United States,Health care and social assistance,Total,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,Firms with 20 to 49 employees,0,0,0,0
15347,United States,Health care and social assistance,Total,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,Firms with 50 to 99 employees,3,0,292,6863
15349,United States,Health care and social assistance,Female,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,All firms,0,0,0,0
15350,United States,Health care and social assistance,Male,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,All firms,0,0,0,0
15352,United States,Health care and social assistance,Total,Hispanic,Native Hawaiian and Other Pacific Islander,Nonveteran,All firms,0,0,0,0
15353,United States,Health care and social assistance,Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Nonveteran,All firms,0,0,0,0
15354,United States,Health care and social assistance,Total,Total,Minority,Nonveteran,All firms,139064,0,1352872,48095542
15355,United States,Health care and social assistance,Total,Total,Minority,Nonveteran,Firms with no employees,12314,0,0,1039025
15356,United States,Health care and social assistance,Total,Total,Minority,Nonveteran,Firms with 1 to 4 employees,65530,0,137454,6936434
15358,United States,Health care and social assistance,Male,Total,American Indian and Alaska Native,Veteran,All firms,0,0,0,0
15359,United States,Health care and social assistance,Total,Hispanic,American Indian and Alaska Native,Veteran,All firms,0,0,0,0
15360,United States,Health care and social assistance,Total,Non-Hispanic,American Indian and Alaska Native,Veteran,All firms,0,0,0,0
15361,United States,Health care and social assistance,Total,Total,Asian,Veteran,All firms,1617,0,8061,411964
15362,United States,Health care and social assistance,Total,Total,Asian,Veteran,Firms with no employees,0,0,0,0
15363,United States,Health care and social assistance,Total,Total,Asian,Veteran,Firms with 1 to 4 employees,894,0,1933,98556
15364,United States,Health care and social assistance,Total,Total,Asian,Veteran,Firms with 5 to 9 employees,431,0,2618,139486
15365,United States,Health care and social assistance,Total,Total,Asian,Veteran,Firms with 10 to 19 employees,0,0,0,0
15366,United States,Health care and social assistance,Total,Total,Asian,Veteran,Firms with 20 to 49 employees,0,0,0,0
15368,United States,Health care and social assistance,Female,Total,Asian,Veteran,All firms,0,0,0,0
15369,United States,Health care and social assistance,Female,Total,Minority,Total,Firms with 20 to 49 employees,3519,0,107515,3328038
15370,United States,Health care and social assistance,Female,Total,Minority,Total,Firms with 50 to 99 employees,1058,0,73982,1801048
15371,United States,Health care and social assistance,Female,Total,Minority,Total,Firms with 100 to 249 employees,501,0,79697,1725346
15372,United States,Health care and social assistance,Female,Total,Minority,Total,Firms with 250 to 499 employees,17,0,6440,133164
15373,United States,Health care and social assistance,Female,Total,Minority,Total,Firms with 500 employees or more,54,0,55901,836628
15374,United States,Health care and social assistance,Male,Total,Minority,Total,All firms,73419,0,668734,28314240
15375,United States,Health care and social assistance,Male,Total,Minority,Total,Firms with no employees,6847,0,0,551358
15376,United States,Health care and social assistance,Male,Total,Minority,Total,Firms with 1 to 4 employees,34817,0,74640,4599988
15377,United States,Health care and social assistance,Male,Total,Minority,Total,Firms with 5 to 9 employees,17699,0,114557,5186095
15378,United States,Health care and social assistance,Male,Total,Minority,Total,Firms with 10 to 19 employees,8685,0,115135,5343864
15379,United States,Health care and social assistance,Male,Total,Minority,Total,Firms with 20 to 49 employees,3708,0,110981,4928457
15380,United States,Health care and social assistance,Male,Total,Minority,Total,Firms with 50 to 99 employees,1014,0,72433,2688915
15381,United States,Health care and social assistance,Male,Total,Minority,Total,Firms with 100 to 249 employees,0,0,0,0
15382,United States,Health care and social assistance,Male,Total,Minority,Total,Firms with 250 to 499 employees,0,0,0,0
15383,United States,Health care and social assistance,Male,Total,Minority,Total,Firms with 500 employees or more,62,0,78200,2058651
15384,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Equally veteran/nonveteran,All firms,1164,0,15189,459448
15385,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Equally veteran/nonveteran,Firms with no employees,101,0,0,2828
15386,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Equally veteran/nonveteran,Firms with 1 to 4 employees,0,0,0,0
15387,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Equally veteran/nonveteran,Firms with 5 to 9 employees,288,0,1954,83618
15388,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Equally veteran/nonveteran,Firms with 10 to 19 employees,0,0,0,0
15389,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Equally veteran/nonveteran,Firms with 20 to 49 employees,0,0,0,0
15390,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Equally veteran/nonveteran,Firms with 50 to 99 employees,4,0,215,8272
15394,United States,Health care and social assistance,Total,Total,Minority,Nonveteran,Firms with 5 to 9 employees,31763,0,207774,8528243
15395,United States,Health care and social assistance,Total,Total,Minority,Nonveteran,Firms with 10 to 19 employees,17710,0,236540,8933081
15396,United States,Health care and social assistance,Total,Total,Minority,Nonveteran,Firms with 20 to 49 employees,8046,0,241104,9085556
15397,United States,Health care and social assistance,Total,Total,Minority,Nonveteran,Firms with 50 to 99 employees,2353,0,164193,5012014
15398,United States,Health care and social assistance,Total,Total,Minority,Nonveteran,Firms with 100 to 249 employees,1064,0,157998,4014663
15399,United States,Health care and social assistance,Total,Total,Minority,Nonveteran,Firms with 250 to 499 employees,0,0,0,0
15400,United States,Health care and social assistance,Total,Total,Minority,Nonveteran,Firms with 500 employees or more,128,0,147748,3214955
15401,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Nonveteran,All firms,9007,0,119097,5817691
15402,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Nonveteran,Firms with no employees,653,0,0,82510
15403,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Nonveteran,Firms with 1 to 4 employees,3401,0,7275,416471
15404,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Nonveteran,Firms with 5 to 9 employees,1817,0,12433,567547
15405,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Nonveteran,Firms with 10 to 19 employees,1756,0,23823,1532436
15406,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Nonveteran,Firms with 20 to 49 employees,873,0,26033,1266132
15407,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Nonveteran,Firms with 50 to 99 employees,390,0,25895,1236213
15408,United States,Health care and social assistance,Male,Total,Asian,Veteran,All firms,1448,0,7575,387741
15409,United States,Health care and social assistance,Total,Non-Hispanic,Asian,Veteran,All firms,1617,0,8061,411964
15414,United States,Health care and social assistance,Total,Total,Minority,Veteran,All firms,6571,0,61775,2025620
15415,United States,Health care and social assistance,Total,Total,Minority,Veteran,Firms with no employees,631,0,0,44879
15416,United States,Health care and social assistance,Total,Total,Minority,Veteran,Firms with 1 to 4 employees,3333,0,7390,335359
15417,United States,Health care and social assistance,Total,Total,Minority,Veteran,Firms with 5 to 9 employees,1315,0,8464,355356
15418,United States,Health care and social assistance,Total,Total,Minority,Veteran,Firms with 10 to 19 employees,712,0,9555,411726
15419,United States,Health care and social assistance,Total,Total,Minority,Veteran,Firms with 20 to 49 employees,424,0,13587,396766
15420,United States,Health care and social assistance,Total,Total,Minority,Veteran,Firms with 50 to 99 employees,0,0,0,0
15421,United States,Health care and social assistance,Total,Total,Minority,Veteran,Firms with 100 to 249 employees,0,0,0,0
15422,United States,Health care and social assistance,Total,Total,Minority,Veteran,Firms with 250 to 499 employees,0,0,0,0
15424,United States,Health care and social assistance,Equally male/female,Total,Minority,Total,All firms,13826,0,192244,5625751
15425,United States,Health care and social assistance,Equally male/female,Total,Minority,Total,Firms with no employees,854,0,0,61387
15426,United States,Health care and social assistance,Equally male/female,Total,Minority,Total,Firms with 1 to 4 employees,5069,0,11340,433973
15427,United States,Health care and social assistance,Equally male/female,Total,Minority,Total,Firms with 5 to 9 employees,3458,0,22897,851090
15428,United States,Health care and social assistance,Equally male/female,Total,Minority,Total,Firms with 10 to 19 employees,2515,0,33630,1064518
15429,United States,Health care and social assistance,Equally male/female,Total,Minority,Total,Firms with 20 to 49 employees,1335,0,38826,1308553
15430,United States,Health care and social assistance,Equally male/female,Total,Minority,Total,Firms with 50 to 99 employees,421,0,26538,743603
15431,United States,Health care and social assistance,Equally male/female,Total,Minority,Total,Firms with 100 to 249 employees,0,0,0,0
15432,United States,Health care and social assistance,Equally male/female,Total,Minority,Total,Firms with 250 to 499 employees,0,0,0,0
15433,United States,Health care and social assistance,Equally male/female,Total,Minority,Total,Firms with 500 employees or more,13,0,15700,380892
15434,United States,Health care and social assistance,Total,Total,Nonminority,Equally veteran/nonveteran,All firms,6922,0,99358,3723739
15435,United States,Health care and social assistance,Total,Total,Nonminority,Equally veteran/nonveteran,Firms with no employees,518,0,0,75456
15436,United States,Health care and social assistance,Total,Total,Nonminority,Equally veteran/nonveteran,Firms with 1 to 4 employees,2556,0,5530,198163
15437,United States,Health care and social assistance,Total,Total,Nonminority,Equally veteran/nonveteran,Firms with 5 to 9 employees,1478,0,10231,587262
15438,United States,Health care and social assistance,Total,Total,Nonminority,Equally veteran/nonveteran,Firms with 10 to 19 employees,1287,0,17717,751759
15439,United States,Health care and social assistance,Total,Total,Nonminority,Equally veteran/nonveteran,Firms with 20 to 49 employees,649,0,18527,733366
15440,United States,Health care and social assistance,Total,Total,Nonminority,Equally veteran/nonveteran,Firms with 50 to 99 employees,0,0,0,0
15441,United States,Health care and social assistance,Total,Total,Nonminority,Equally veteran/nonveteran,Firms with 100 to 249 employees,0,0,0,0
15442,United States,Health care and social assistance,Total,Total,Nonminority,Equally veteran/nonveteran,Firms with 250 to 499 employees,5,0,1352,48738
15443,United States,Health care and social assistance,Total,Total,Nonminority,Equally veteran/nonveteran,Firms with 500 employees or more,16,0,16748,518487
15444,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Nonveteran,Firms with 100 to 249 employees,0,0,0,0
15446,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Nonveteran,Firms with 500 employees or more,6,0,6984,209547
15447,United States,Health care and social assistance,Total,Total,Nonminority,Nonveteran,All firms,382485,0,5308096,218119728
15448,United States,Health care and social assistance,Total,Total,Nonminority,Nonveteran,Firms with no employees,35561,0,0,3529773
15449,United States,Health care and social assistance,Total,Total,Nonminority,Nonveteran,Firms with 1 to 4 employees,166864,0,338896,16612330
15450,United States,Health care and social assistance,Total,Total,Nonminority,Nonveteran,Firms with 5 to 9 employees,83817,0,556870,25261154
15451,United States,Health care and social assistance,Total,Total,Nonminority,Nonveteran,Firms with 10 to 19 employees,52063,0,692382,32220907
15452,United States,Health care and social assistance,Total,Total,Nonminority,Nonveteran,Firms with 20 to 49 employees,28213,0,853234,37548197
15453,United States,Health care and social assistance,Total,Total,Nonminority,Nonveteran,Firms with 50 to 99 employees,8322,0,563776,20401859
15454,United States,Health care and social assistance,Total,Total,Nonminority,Nonveteran,Firms with 100 to 249 employees,6139,0,910634,35580928
15455,United States,Health care and social assistance,Total,Total,Nonminority,Nonveteran,Firms with 250 to 499 employees,723,0,244290,7714303
15456,United States,Health care and social assistance,Total,Total,Nonminority,Nonveteran,Firms with 500 employees or more,779,0,1148014,39250277
15457,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Veteran,All firms,0,0,0,0
15461,United States,Health care and social assistance,Total,Total,Nonminority,Veteran,All firms,30374,0,339259,13413761
15462,United States,Health care and social assistance,Total,Total,Nonminority,Veteran,Firms with no employees,2672,0,0,229755
15463,United States,Health care and social assistance,Total,Total,Nonminority,Veteran,Firms with 1 to 4 employees,13927,0,28778,1352908
15464,United States,Health care and social assistance,Total,Total,Nonminority,Veteran,Firms with 5 to 9 employees,7397,0,47591,2138703
15465,United States,Health care and social assistance,Total,Total,Nonminority,Veteran,Firms with 10 to 19 employees,3846,0,48254,2061627
15466,United States,Health care and social assistance,Total,Total,Nonminority,Veteran,Firms with 20 to 49 employees,1504,0,41805,2003283
15467,United States,Health care and social assistance,Total,Total,Nonminority,Veteran,Firms with 50 to 99 employees,632,0,43022,1773139
15468,United States,Health care and social assistance,Total,Total,Nonminority,Veteran,Firms with 100 to 249 employees,0,0,0,0
15469,United States,Health care and social assistance,Total,Total,Nonminority,Veteran,Firms with 250 to 499 employees,0,0,0,0
15470,United States,Health care and social assistance,Total,Total,Nonminority,Veteran,Firms with 500 employees or more,39,0,72395,2230036
15471,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Total,All firms,10292,0,135755,6330469
15472,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Total,Firms with no employees,753,0,0,85337
15473,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Total,Firms with 1 to 4 employees,3846,0,8222,457708
15474,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Total,Firms with 5 to 9 employees,2104,0,14387,651165
15475,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Total,Firms with 10 to 19 employees,2030,0,26988,1681815
15476,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Total,Firms with 20 to 49 employees,1045,0,31286,1423767
15477,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Total,Firms with 50 to 99 employees,393,0,26110,1244484
15478,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Total,Firms with 100 to 249 employees,0,0,0,0
15480,United States,Health care and social assistance,Total,Total,Equally minority/nonminority,Total,Firms with 500 employees or more,8,0,11543,265394
15481,United States,Health care and social assistance,Total,Total,Total,Nonveteran,All firms,530555,0,6780065,272032960
15482,United States,Health care and social assistance,Total,Total,Total,Nonveteran,Firms with no employees,48528,0,0,4651307
15483,United States,Health care and social assistance,Total,Total,Total,Nonveteran,Firms with 1 to 4 employees,235798,0,483625,23965236
15484,United States,Health care and social assistance,Total,Total,Total,Nonveteran,Firms with 5 to 9 employees,117395,0,777077,34356945
15485,United States,Health care and social assistance,Total,Total,Total,Nonveteran,Firms with 10 to 19 employees,71530,0,952744,42686424
15486,United States,Health care and social assistance,Total,Total,Total,Nonveteran,Firms with 20 to 49 employees,37132,0,1120372,47899884
15487,United States,Health care and social assistance,Total,Total,Total,Nonveteran,Firms with 50 to 99 employees,11065,0,753864,26650085
15488,United States,Health care and social assistance,Total,Total,Total,Nonveteran,Firms with 100 to 249 employees,7315,0,1084988,40047690
